id,pedido_id,motorista_id,veículo_id,data_entrega,ano,mês,status,custo,hodometro_inicial,hodometro_final
2388,4052,17,5,2025-05-11,2025,5,entregue,1035.93,505902,505957
2389,4341,46,9,,2025,5,cancelado,455.99,275018,275092
2390,4463,44,45,2025-05-11,2025,5,entregue,1477.82,19276,19358
2391,4859,18,13,2025-05-11,2025,5,entregue,723.62,35727,35902
2392,5799,9,40,2025-05-13,2025,5,atrasada,340.67,91851,92063
2393,5835,24,26,2025-05-10,2025,5,entregue,712.16,303654,303732
2394,6319,35,6,2025-05-12,2025,5,entregue,1379.82,120521,120591
2395,6547,34,36,2025-05-11,2025,5,entregue,482.85,439769,440043
2396,7160,24,44,2025-05-13,2025,5,atrasada,1152.44,406890,407011
2397,7572,13,7,2025-05-15,2025,5,atrasada,1474.39,409105,409405
2398,7746,2,34,2025-05-11,2025,5,entregue,1448.22,174722,174779
2399,8156,19,35,2025-05-13,2025,5,atrasada,707.55,178731,178910
2400,8784,49,5,,2025,5,cancelado,180.53,505957,506056
2401,9074,12,4,2025-05-12,2025,5,entregue,781.17,468455,468494
2402,9360,45,21,2025-05-12,2025,5,entregue,298.94,295541,295710
2403,9575,12,5,2025-05-11,2025,5,entregue,196.59,506056,506257
2404,761,15,35,2025-05-14,2025,5,entregue,554.67,178910,179085
2405,852,17,26,2025-05-12,2025,5,entregue,496.40,303732,303782
2406,1023,10,34,2025-05-14,2025,5,entregue,985.48,174779,174838
2407,1252,50,33,,2025,5,cancelado,1125.15,18307,18335
2408,2170,45,34,2025-05-16,2025,5,atrasada,646.55,174838,174968
2409,3160,5,3,2025-05-14,2025,5,entregue,1105.43,229009,229105
2410,3196,13,11,2025-05-17,2025,5,atrasada,692.63,201283,201529
2411,3330,12,5,2025-05-13,2025,5,entregue,844.93,506257,506377
2412,3379,12,11,2025-05-14,2025,5,entregue,1449.32,201529,201760
2413,3712,49,35,2025-05-13,2025,5,entregue,71.41,179085,179140
2414,3768,20,36,2025-05-14,2025,5,entregue,56.93,440043,440056
2415,4062,40,38,2025-05-14,2025,5,entregue,105.11,436402,436411
2416,4281,50,4,2025-05-15,2025,5,atrasada,464.25,468494,468631
2417,5000,18,28,,2025,5,cancelado,530.78,353142,353244
2418,5073,44,45,2025-05-14,2025,5,entregue,1049.23,19358,19433
2419,5514,40,4,2025-05-17,2025,5,atrasada,776.13,468631,468725
2420,5534,34,13,2025-05-14,2025,5,entregue,709.50,35902,36013
2421,8136,2,6,2025-05-17,2025,5,atrasada,152.05,120591,120638
2422,8362,44,13,,2025,5,cancelado,138.63,36013,36109
2423,8430,15,7,2025-05-16,2025,5,atrasada,779.87,409405,409600
2424,8754,42,31,2025-05-14,2025,5,entregue,1155.18,452751,452928
2425,9484,49,28,2025-05-12,2025,5,entregue,1392.98,353244,353541
2426,9799,49,40,2025-05-16,2025,5,atrasada,968.11,92063,92338
2427,751,2,45,2025-05-18,2025,5,atrasada,1100.80,19433,19522
2428,1417,20,8,2025-05-14,2025,5,entregue,783.95,459691,459739
2429,1613,50,38,2025-05-19,2025,5,atrasada,363.43,436411,436461
2430,1748,17,6,2025-05-13,2025,5,entregue,1250.16,120638,120650
2431,4648,11,4,2025-05-13,2025,5,entregue,865.02,468725,468857
2432,4879,45,46,2025-05-13,2025,5,entregue,356.33,364050,364121
2433,4982,46,7,2025-05-18,2025,5,atrasada,1077.50,409600,409730
2434,5489,16,4,2025-05-13,2025,5,entregue,850.34,468857,468871
2435,5560,5,40,2025-05-13,2025,5,entregue,1328.98,92338,92375
2436,6971,44,26,2025-05-14,2025,5,entregue,1430.16,303782,303942
2437,7465,17,38,2025-05-17,2025,5,atrasada,99.28,436461,436574
2438,7521,12,4,2025-05-14,2025,5,entregue,1308.35,468871,468984
2439,7789,24,11,2025-05-15,2025,5,entregue,699.68,201760,201937
2440,8127,46,23,2025-05-17,2025,5,atrasada,600.31,435841,436097
2441,8747,42,40,,2025,5,cancelado,992.52,92375,92396
2442,9167,9,33,2025-05-14,2025,5,entregue,785.38,18335,18396
2443,631,18,3,2025-05-16,2025,5,entregue,1081.59,229105,229139
2444,980,10,31,2025-05-14,2025,5,entregue,103.26,452928,453125
2445,1067,50,31,2025-05-16,2025,5,entregue,945.44,453125,453287
2446,3603,44,13,2025-05-14,2025,5,entregue,1336.56,36109,36266
2447,4235,2,36,2025-05-14,2025,5,entregue,415.16,440056,440273
2448,5690,10,13,2025-05-19,2025,5,atrasada,1001.38,36266,36283
2449,6008,11,35,2025-05-14,2025,5,entregue,67.54,179140,179281
2450,6092,2,6,2025-05-15,2025,5,entregue,738.33,120650,120866
2451,6414,2,31,2025-05-17,2025,5,entregue,256.83,453287,453569
2452,6667,45,3,2025-05-15,2025,5,entregue,287.63,229139,229189
2453,6931,11,43,2025-05-15,2025,5,entregue,464.60,215043,215071
2454,7911,9,28,2025-05-16,2025,5,entregue,837.49,353541,353762
2455,8180,46,11,2025-05-14,2025,5,entregue,1267.03,201937,201997
2456,9015,16,8,2025-05-14,2025,5,entregue,569.55,459739,459898
2457,82,46,31,2025-05-20,2025,5,atrasada,1015.07,453569,453607
2458,541,34,44,,2025,5,cancelado,609.78,407011,407163
2459,1221,16,23,2025-05-15,2025,5,entregue,1494.02,436097,436165
2460,3151,44,26,,2025,5,cancelado,398.85,303942,304057
2461,3994,9,8,2025-05-15,2025,5,entregue,1463.70,459898,459978
2462,4042,3,19,,2025,5,cancelado,363.64,277602,277899
2463,4152,20,19,,2025,5,cancelado,592.98,277899,278018
2464,4445,3,9,2025-05-19,2025,5,atrasada,962.88,275092,275281
2465,4599,45,38,2025-05-17,2025,5,entregue,1012.29,436574,436824
2466,4731,9,5,2025-05-20,2025,5,atrasada,859.13,506377,506630
2467,4947,10,4,2025-05-18,2025,5,atrasada,1252.06,468984,469094
2468,5044,50,7,2025-05-16,2025,5,entregue,1035.65,409730,409949
2469,5309,15,14,2025-05-15,2025,5,entregue,1045.34,135573,135631
2470,5834,40,6,2025-05-15,2025,5,entregue,1213.65,120866,121130
2471,6134,44,9,2025-05-15,2025,5,entregue,1150.21,275281,275348
2472,6641,2,40,2025-05-17,2025,5,entregue,1423.70,92396,92499
2473,6691,19,35,2025-05-17,2025,5,entregue,1038.92,179281,179287
2474,6757,20,40,2025-05-18,2025,5,atrasada,352.16,92499,92525
2475,7365,35,11,2025-05-20,2025,5,atrasada,62.45,201997,202070
2476,8385,35,19,2025-05-15,2025,5,entregue,1140.51,278018,278128
2477,9190,46,43,2025-05-15,2025,5,entregue,832.07,215071,215266
2478,9415,34,43,2025-05-17,2025,5,entregue,98.03,215266,215447
2479,9772,13,28,2025-05-17,2025,5,entregue,62.96,353762,354052
2480,1063,45,33,2025-05-18,2025,5,entregue,350.43,18396,18413
2481,1135,46,14,2025-05-16,2025,5,entregue,290.60,135631,135869
2482,2199,45,46,2025-05-18,2025,5,entregue,219.51,364121,364160
2483,2393,42,36,2025-05-17,2025,5,entregue,723.42,440273,440535
2484,2438,46,38,2025-05-16,2025,5,entregue,946.88,436824,436876
2485,2623,16,6,2025-05-16,2025,5,entregue,580.40,121130,121319
2486,2939,18,38,2025-05-16,2025,5,entregue,773.10,436876,436946
2487,3011,10,28,2025-05-16,2025,5,entregue,1224.91,354052,354058
2488,3575,24,14,2025-05-17,2025,5,entregue,1203.50,135869,135945
2489,3848,11,8,2025-05-18,2025,5,entregue,915.15,459978,460168
2490,4502,9,34,2025-05-17,2025,5,entregue,357.84,174968,175023
2491,4664,46,43,2025-05-17,2025,5,entregue,815.63,215447,215603
2492,5674,5,40,2025-05-16,2025,5,entregue,754.34,92525,92638
2493,6351,35,44,,2025,5,cancelado,455.55,407163,407283
2494,6429,9,40,2025-05-16,2025,5,entregue,75.44,92638,92762
2495,6444,45,14,2025-05-18,2025,5,entregue,406.01,135945,136239
2496,8408,24,19,2025-05-19,2025,5,atrasada,971.34,278128,278173
2497,8711,13,45,2025-05-18,2025,5,entregue,983.60,19522,19775
2498,8913,17,23,2025-05-17,2025,5,entregue,358.40,436165,436347
2499,9071,16,35,2025-05-16,2025,5,entregue,299.23,179287,179424
2500,9283,12,34,2025-05-16,2025,5,entregue,1288.75,175023,175300
2501,495,11,26,,2025,5,cancelado,136.74,304057,304116
2502,1016,17,33,2025-05-18,2025,5,entregue,947.21,18413,18573
2503,1488,17,4,2025-05-20,2025,5,atrasada,485.82,469094,469358
2504,2145,45,43,2025-05-22,2025,5,atrasada,427.48,215603,215828
2505,2197,15,9,2025-05-18,2025,5,entregue,74.00,275348,275631
2506,2854,45,44,2025-05-21,2025,5,atrasada,538.03,407283,407524
2507,3373,11,26,2025-05-18,2025,5,entregue,726.99,304116,304282
2508,4078,34,11,2025-05-19,2025,5,entregue,820.64,202070,202364
2509,4389,40,11,2025-05-19,2025,5,entregue,537.02,202364,202371
2510,4968,2,14,2025-05-17,2025,5,entregue,69.73,136239,136470
2511,5087,3,44,2025-05-17,2025,5,entregue,1403.92,407524,407770
2512,6003,10,9,2025-05-17,2025,5,entregue,690.41,275631,275814
2513,6225,34,26,2025-05-19,2025,5,entregue,1260.14,304282,304471
2514,6379,50,11,2025-05-17,2025,5,entregue,1109.82,202371,202480
2515,6534,11,7,2025-05-19,2025,5,entregue,142.90,409949,410062
2516,7592,5,36,2025-05-20,2025,5,atrasada,971.98,440535,440791
2517,7594,44,26,,2025,5,cancelado,679.37,304471,304741
2518,8099,24,9,2025-05-18,2025,5,entregue,744.54,275814,276035
2519,9260,16,4,2025-05-17,2025,5,entregue,205.50,469358,469438
2520,748,17,40,2025-05-23,2025,5,atrasada,508.69,92762,93006
2521,1267,5,43,2025-05-20,2025,5,entregue,863.12,215828,215882
2522,1727,5,26,2025-05-21,2025,5,entregue,966.75,304741,304777
2523,1811,20,7,2025-05-21,2025,5,entregue,1242.75,410062,410191
2524,1987,12,6,2025-05-23,2025,5,atrasada,779.12,121319,121495
2525,2306,17,23,,2025,5,cancelado,856.62,436347,436438
2526,2899,3,35,2025-05-23,2025,5,atrasada,974.36,179424,179608
2527,3475,15,6,2025-05-21,2025,5,entregue,804.83,121495,121674
2528,3562,34,5,2025-05-19,2025,5,entregue,1350.54,506630,506660
2529,4063,44,9,2025-05-20,2025,5,entregue,1449.09,276035,276177
2530,4091,50,9,,2025,5,cancelado,182.24,276177,276472
2531,5100,9,31,2025-05-22,2025,5,atrasada,513.10,453607,453776
2532,5302,24,7,,2025,5,cancelado,1072.73,410191,410485
2533,6232,40,11,2025-05-20,2025,5,entregue,1237.99,202480,202572
2534,6420,12,45,2025-05-21,2025,5,entregue,948.81,19775,20065
2535,6788,11,34,2025-05-21,2025,5,entregue,244.81,175300,175368
2536,7169,34,45,2025-05-20,2025,5,entregue,1194.74,20065,20144
2537,7215,18,14,2025-05-20,2025,5,entregue,247.14,136470,136723
2538,7791,34,8,2025-05-19,2025,5,entregue,1446.20,460168,460243
2539,7797,50,21,2025-05-20,2025,5,entregue,268.91,295710,295879
2540,8351,20,38,2025-05-19,2025,5,entregue,521.30,436946,437072
2541,9012,16,40,2025-05-21,2025,5,entregue,850.00,93006,93235
2542,9062,49,21,2025-05-20,2025,5,entregue,774.18,295879,296122
2543,9507,24,31,2025-05-21,2025,5,entregue,724.64,453776,453965
2544,102,11,4,2025-05-23,2025,5,atrasada,880.64,469438,469470
2545,753,42,35,,2025,5,cancelado,401.29,179608,179828
2546,1268,20,14,2025-05-21,2025,5,entregue,1080.92,136723,136816
2547,1568,18,38,2025-05-22,2025,5,entregue,144.62,437072,437134
2548,1859,3,33,2025-05-22,2025,5,entregue,499.61,18573,18680
2549,2168,46,13,2025-05-20,2025,5,entregue,264.08,36283,36348
2550,2204,15,3,2025-05-21,2025,5,entregue,265.39,229189,229363
2551,3255,50,7,2025-05-22,2025,5,entregue,1062.33,410485,410526
2552,3725,45,14,,2025,5,cancelado,123.74,136816,136935
2553,4247,17,7,2025-05-21,2025,5,entregue,1038.25,410526,410654
2554,4761,17,4,,2025,5,cancelado,510.97,469470,469564
2555,5800,15,23,2025-05-21,2025,5,entregue,1339.72,436438,436736
2556,5891,2,46,2025-05-20,2025,5,entregue,265.51,364160,364242
2557,6005,16,6,2025-05-22,2025,5,entregue,1153.56,121674,121805
2558,6704,44,14,2025-05-26,2025,5,atrasada,596.35,136935,137201
2559,7957,34,43,2025-05-22,2025,5,entregue,139.57,215882,215889
2560,8080,40,8,2025-05-20,2025,5,entregue,215.24,460243,460255
2561,8250,24,3,2025-05-22,2025,5,entregue,1158.98,229363,229633
2562,8289,10,31,2025-05-21,2025,5,entregue,508.44,453965,454159
2563,8712,17,11,2025-05-20,2025,5,entregue,112.60,202572,202631
2564,8795,18,46,,2025,5,cancelado,153.97,364242,364510
2565,9262,18,35,2025-05-21,2025,5,entregue,1200.69,179828,180068
2566,9939,10,35,2025-05-22,2025,5,entregue,1134.18,180068,180295
2567,99,3,11,2025-05-24,2025,5,atrasada,1210.80,202631,202655
2568,369,16,34,2025-05-25,2025,5,atrasada,407.37,175368,175536
2569,1064,16,35,2025-05-23,2025,5,entregue,1326.78,180295,180381
2570,1099,15,43,2025-05-26,2025,5,atrasada,1365.35,215889,215951
2571,1534,44,45,2025-05-23,2025,5,entregue,180.37,20144,20351
2572,1635,2,23,2025-05-24,2025,5,atrasada,1191.82,436736,436820
2573,2173,46,6,2025-05-23,2025,5,entregue,374.24,121805,121981
2574,2307,35,13,2025-05-23,2025,5,entregue,1333.65,36348,36582
2575,2427,16,35,2025-05-21,2025,5,entregue,1174.16,180381,180675
2576,2721,19,21,2025-05-21,2025,5,entregue,287.63,296122,296349
2577,3274,11,8,2025-05-22,2025,5,entregue,690.59,460255,460410
2578,3487,24,36,2025-05-22,2025,5,entregue,1168.32,440791,441062
2579,3719,15,43,2025-05-21,2025,5,entregue,1009.57,215951,216189
2580,3745,44,19,2025-05-23,2025,5,entregue,329.45,278173,278368
2581,4478,40,4,2025-05-25,2025,5,atrasada,1403.28,469564,469741
2582,4589,2,35,2025-05-24,2025,5,atrasada,235.85,180675,180856
2583,5096,13,23,2025-05-23,2025,5,entregue,1021.81,436820,437014
2584,5592,5,14,2025-05-21,2025,5,entregue,363.69,137201,137469
2585,5726,49,45,2025-05-22,2025,5,entregue,855.22,20351,20587
2586,6371,2,7,2025-05-22,2025,5,entregue,487.82,410654,410826
2587,6982,35,36,2025-05-22,2025,5,entregue,1056.08,441062,441097
2588,7481,46,8,2025-05-26,2025,5,atrasada,633.28,460410,460676
2589,7761,12,3,2025-05-23,2025,5,entregue,572.21,229633,229932
2590,7802,35,9,2025-05-22,2025,5,entregue,692.01,276472,276664
2591,8060,49,23,2025-05-22,2025,5,entregue,402.47,437014,437246
2592,8168,13,35,2025-05-22,2025,5,entregue,314.95,180856,180866
2593,8824,12,26,2025-05-23,2025,5,entregue,71.06,304777,304855
2594,8846,42,31,2025-05-24,2025,5,entregue,908.59,454159,454203
2595,9286,18,13,2025-05-26,2025,5,atrasada,513.77,36582,36607
2596,489,50,45,2025-05-22,2025,5,entregue,993.86,20587,20756
2597,1033,42,8,2025-05-24,2025,5,entregue,1028.45,460676,460902
2598,1368,19,44,2025-05-23,2025,5,entregue,1407.48,407770,407881
2599,1755,44,35,2025-05-27,2025,5,atrasada,659.48,180866,181038
2600,1807,12,3,2025-05-22,2025,5,entregue,1381.43,229932,230206
2601,2089,42,35,2025-05-22,2025,5,entregue,475.21,181038,181298
2602,2394,42,34,2025-05-22,2025,5,entregue,896.61,175536,175564
2603,2559,40,4,2025-05-23,2025,5,entregue,156.69,469741,469796
2604,2887,50,14,2025-05-23,2025,5,entregue,824.98,137469,137599
2605,4529,19,31,2025-05-23,2025,5,entregue,703.43,454203,454318
2606,6221,13,6,2025-05-26,2025,5,atrasada,670.76,121981,122265
2607,6531,44,7,2025-05-24,2025,5,entregue,612.57,410826,410912
2608,6703,12,19,2025-05-24,2025,5,entregue,441.38,278368,278388
2609,7450,18,4,2025-05-22,2025,5,entregue,478.74,469796,469857
2610,8228,19,19,2025-05-23,2025,5,entregue,1021.68,278388,278639
2611,8254,46,44,2025-05-22,2025,5,entregue,398.44,407881,407995
2612,8371,18,14,2025-05-22,2025,5,entregue,460.04,137599,137849
2613,9246,34,19,2025-05-22,2025,5,entregue,380.84,278639,278885
2614,9520,16,9,2025-05-23,2025,5,entregue,624.58,276664,276749
2615,9566,20,3,2025-05-24,2025,5,entregue,104.36,230206,230473
2616,9573,19,26,2025-05-24,2025,5,entregue,1323.00,304855,305058
2617,9673,11,9,2025-05-24,2025,5,entregue,375.53,276749,277031
2618,9822,11,44,,2025,5,cancelado,731.64,407995,408267
2619,45,5,34,2025-05-23,2025,5,entregue,523.52,175564,175830
2620,823,34,19,2025-05-29,2025,5,atrasada,1344.19,278885,279149
2621,903,44,46,,2025,5,cancelado,392.79,364510,364557
2622,1195,9,34,2025-05-23,2025,5,entregue,658.81,175830,175971
2623,1694,9,28,2025-05-24,2025,5,entregue,697.93,354058,354072
2624,1760,42,31,2025-05-24,2025,5,entregue,403.96,454318,454399
2625,3637,11,33,2025-05-27,2025,5,atrasada,134.39,18680,18748
2626,4245,18,13,2025-05-24,2025,5,entregue,272.18,36607,36752
2627,4692,40,26,2025-05-27,2025,5,atrasada,1442.72,305058,305150
2628,4933,45,5,2025-05-24,2025,5,entregue,1355.62,506660,506924
2629,5071,12,4,2025-05-24,2025,5,entregue,1339.53,469857,470141
2630,5184,46,21,2025-05-23,2025,5,entregue,1034.16,296349,296616
2631,6152,50,26,2025-05-25,2025,5,entregue,1476.52,305150,305245
2632,6313,11,13,2025-05-28,2025,5,atrasada,1260.47,36752,36971
2633,6427,17,36,2025-05-23,2025,5,entregue,877.40,441097,441205
2634,6505,20,35,2025-05-25,2025,5,entregue,313.94,181298,181381
2635,6636,19,34,2025-05-25,2025,5,entregue,465.97,175971,176158
2636,6804,17,45,2025-05-23,2025,5,entregue,949.94,20756,20896
2637,6992,18,8,2025-05-25,2025,5,entregue,450.34,460902,460967
2638,7611,20,8,2025-05-24,2025,5,entregue,997.28,460967,461246
2639,7678,35,35,2025-05-24,2025,5,entregue,499.84,181381,181565
2640,8312,40,3,,2025,5,cancelado,1077.19,230473,230585
2641,8770,2,4,,2025,5,cancelado,499.81,470141,470412
2642,8816,18,46,2025-05-23,2025,5,entregue,1393.60,364557,364737
2643,325,45,13,2025-05-25,2025,5,entregue,1057.11,36971,37177
2644,513,45,40,2025-05-24,2025,5,entregue,247.73,93235,93359
2645,747,11,33,2025-05-24,2025,5,entregue,175.93,18748,18853
2646,874,11,6,2025-05-29,2025,5,atrasada,739.94,122265,122283
2647,2312,16,26,2025-05-25,2025,5,entregue,519.69,305245,305415
2648,2430,10,26,,2025,5,cancelado,421.80,305415,305539
2649,3662,34,23,2025-05-26,2025,5,entregue,579.89,437246,437541
2650,4217,44,19,2025-05-24,2025,5,entregue,1327.36,279149,279281
2651,4703,16,6,2025-05-24,2025,5,entregue,318.46,122283,122324
2652,4990,46,5,2025-05-29,2025,5,atrasada,401.62,506924,507157
2653,5056,13,19,2025-05-24,2025,5,entregue,675.38,279281,279321
2654,5383,45,7,2025-05-24,2025,5,entregue,772.65,410912,411145
2655,6299,2,7,2025-05-28,2025,5,atrasada,198.80,411145,411182
2656,7393,49,28,2025-05-29,2025,5,atrasada,416.30,354072,354346
2657,7438,50,21,2025-05-27,2025,5,entregue,953.45,296616,296643
2658,8659,34,33,2025-05-26,2025,5,entregue,828.07,18853,18890
2659,9158,5,28,2025-05-26,2025,5,entregue,1304.55,354346,354361
2660,9579,9,6,,2025,5,cancelado,718.03,122324,122477
2661,52,12,26,2025-05-28,2025,5,entregue,1035.77,305539,305672
2662,1848,10,14,2025-05-28,2025,5,entregue,281.23,137849,137882
2663,1939,44,44,2025-05-27,2025,5,entregue,796.19,408267,408409
2664,1952,50,19,2025-05-27,2025,5,entregue,942.34,279321,279362
2665,4888,17,40,2025-05-27,2025,5,entregue,495.10,93359,93368
2666,5068,16,43,2025-05-27,2025,5,entregue,1358.62,216189,216327
2667,5169,50,7,2025-05-26,2025,5,entregue,1115.96,411182,411457
2668,5624,10,9,,2025,5,cancelado,483.73,277031,277286
2669,5991,35,21,2025-05-28,2025,5,entregue,412.44,296643,296862
2670,6623,10,35,2025-05-26,2025,5,entregue,534.11,181565,181700
2671,6876,46,40,2025-05-26,2025,5,entregue,1183.75,93368,93500
2672,7234,18,9,2025-05-26,2025,5,entregue,1294.24,277286,277337
2673,7467,2,4,2025-05-26,2025,5,entregue,1347.26,470412,470706
2674,7896,24,14,,2025,5,cancelado,891.77,137882,137985
2675,9159,19,28,2025-05-26,2025,5,entregue,437.06,354361,354599
2676,9455,18,44,2025-05-27,2025,5,entregue,1498.78,408409,408438
2677,9489,11,45,2025-05-27,2025,5,entregue,1001.41,20896,21032
2678,740,17,13,2025-05-29,2025,5,entregue,307.65,37177,37476
2679,752,10,35,2025-05-27,2025,5,entregue,640.12,181700,181740
2680,1366,50,40,,2025,5,cancelado,744.18,93500,93713
2681,1845,5,14,2025-05-28,2025,5,entregue,213.98,137985,138192
2682,2852,5,19,2025-05-28,2025,5,entregue,479.24,279362,279525
2683,3253,42,43,2025-05-27,2025,5,entregue,157.38,216327,216397
2684,3841,12,14,2025-05-28,2025,5,entregue,1035.89,138192,138230
2685,4029,34,45,2025-05-29,2025,5,entregue,380.16,21032,21295
2686,4556,42,13,2025-05-27,2025,5,entregue,450.48,37476,37591
2687,5361,16,21,2025-05-31,2025,5,atrasada,320.24,296862,297036
2688,6034,35,44,2025-05-27,2025,5,entregue,944.84,408438,408589
2689,6447,9,19,,2025,5,cancelado,360.36,279525,279587
2690,6638,50,46,2025-05-31,2025,5,atrasada,990.50,364737,364891
2691,6749,18,7,2025-05-28,2025,5,entregue,1238.32,411457,411675
2692,6844,10,36,2025-05-30,2025,5,atrasada,1174.82,441205,441479
2693,7888,3,46,2025-06-01,2025,5,atrasada,313.78,364891,364920
2694,8662,18,36,2025-05-29,2025,5,entregue,635.52,441479,441693
2695,8866,12,35,2025-05-29,2025,5,entregue,734.58,181740,181797
2696,9211,5,9,2025-05-29,2025,5,entregue,875.83,277337,277496
2697,9321,34,34,2025-05-28,2025,5,entregue,261.64,176158,176294
2698,103,16,4,2025-05-28,2025,5,entregue,960.50,470706,470732
2699,347,24,33,2025-05-29,2025,5,entregue,1150.49,18890,18955
2700,435,15,13,2025-06-02,2025,5,atrasada,479.65,37591,37801
2701,869,44,14,2025-05-28,2025,5,entregue,115.96,138230,138335
2702,1297,49,34,2025-06-01,2025,5,atrasada,1410.97,176294,176349
2703,1322,20,3,2025-05-30,2025,5,entregue,707.87,230585,230600
2704,2540,5,13,2025-05-29,2025,5,entregue,195.02,37801,37906
2705,2584,2,28,2025-05-30,2025,5,entregue,283.34,354599,354729
2706,2616,18,6,2025-05-29,2025,5,entregue,482.90,122477,122490
2707,2650,9,40,2025-05-29,2025,5,entregue,368.24,93713,93996
2708,2953,46,33,2025-05-29,2025,5,entregue,210.09,18955,19086
2709,3029,15,23,,2025,5,cancelado,394.81,437541,437558
2710,3766,2,3,2025-05-29,2025,5,entregue,599.21,230600,230660
2711,3842,11,5,2025-05-29,2025,5,entregue,674.76,507157,507204
2712,3980,35,40,2025-05-30,2025,5,entregue,214.58,93996,94092
2713,4012,18,13,2025-05-28,2025,5,entregue,1138.42,37906,38044
2714,4211,2,43,2025-05-31,2025,5,entregue,277.33,216397,216643
2715,5353,11,31,,2025,5,cancelado,205.94,454399,454629
2716,5464,19,9,2025-06-01,2025,5,atrasada,1070.77,277496,277644
2717,5883,45,4,2025-05-29,2025,5,entregue,218.39,470732,470755
2718,6080,9,45,,2025,5,cancelado,1110.54,21295,21402
2719,6114,11,11,2025-05-30,2025,5,entregue,447.67,202655,202927
2720,6555,40,23,2025-05-28,2025,5,entregue,358.68,437558,437842
2721,7430,16,4,2025-05-29,2025,5,entregue,636.28,470755,470864
2722,7844,42,40,2025-05-29,2025,5,entregue,818.70,94092,94165
2723,8306,18,28,2025-05-30,2025,5,entregue,1427.33,354729,354735
2724,9315,19,4,2025-05-29,2025,5,entregue,84.06,470864,470986
2725,9414,45,4,2025-05-30,2025,5,entregue,1306.20,470986,470999
2726,642,46,40,,2025,6,cancelado,324.73,94165,94445
2727,973,40,6,2025-06-03,2025,6,atrasada,1324.82,122490,122522
2728,1684,15,40,2025-05-29,2025,6,entregue,1253.27,94445,94654
2729,2520,3,26,2025-06-02,2025,6,atrasada,1233.09,305672,305967
2730,2641,46,8,2025-06-03,2025,6,atrasada,1360.06,461246,461458
2731,2663,34,14,2025-05-31,2025,6,entregue,537.32,138335,138357
2732,2706,18,23,2025-06-02,2025,6,atrasada,580.47,437842,437908
2733,3131,12,9,2025-05-31,2025,6,entregue,230.27,277644,277834
2734,3206,15,19,2025-05-29,2025,6,entregue,179.93,279587,279787
2735,3462,46,38,2025-05-30,2025,6,entregue,847.61,437134,437384
2736,3512,40,23,2025-05-29,2025,6,entregue,920.77,437908,438075
2737,3700,13,46,2025-05-31,2025,6,entregue,183.45,364920,365099
2738,3754,42,19,2025-05-29,2025,6,entregue,1380.69,279787,279825
2739,3824,42,19,2025-06-03,2025,6,atrasada,224.78,279825,280120
2740,5011,5,33,2025-05-30,2025,6,entregue,159.99,19086,19137
2741,5066,17,33,2025-05-29,2025,6,entregue,1204.71,19137,19433
2742,5158,34,28,,2025,6,cancelado,1138.64,354735,354869
2743,5645,34,23,2025-06-03,2025,6,atrasada,1491.43,438075,438160
2744,5661,44,7,2025-05-31,2025,6,entregue,990.03,411675,411740
2745,5685,12,23,,2025,6,cancelado,1388.52,438160,438180
2746,6044,13,34,2025-05-29,2025,6,entregue,526.96,176349,176383
2747,6245,19,9,2025-05-31,2025,6,entregue,898.99,277834,278009
2748,6960,45,21,2025-05-31,2025,6,entregue,1065.64,297036,297281
2749,7185,15,44,2025-05-31,2025,6,entregue,431.03,408589,408755
2750,8179,35,6,2025-05-29,2025,6,entregue,1458.80,122522,122606
2751,8532,40,21,2025-06-01,2025,6,atrasada,743.60,297281,297342
2752,8956,24,31,2025-05-31,2025,6,entregue,280.38,454629,454818
2753,9131,10,34,,2025,6,cancelado,54.08,176383,176583
2754,9327,2,7,2025-05-29,2025,6,entregue,1199.39,411740,411976
2755,9648,50,21,2025-05-30,2025,6,entregue,743.91,297342,297568
2756,9700,24,35,2025-05-31,2025,6,entregue,472.28,181797,181892
2757,9993,46,4,2025-05-30,2025,6,entregue,312.48,470999,471240
2758,939,20,19,2025-06-01,2025,6,entregue,1158.72,280120,280195
2759,1487,5,43,2025-06-02,2025,6,atrasada,915.17,216643,216900
2760,1989,46,6,2025-06-03,2025,6,atrasada,583.28,122606,122779
2761,2087,17,6,2025-05-31,2025,6,entregue,117.25,122779,122823
2762,2705,49,46,2025-06-02,2025,6,atrasada,844.05,365099,365255
2763,3699,12,40,2025-06-01,2025,6,entregue,350.66,94654,94659
2764,4044,17,43,2025-05-31,2025,6,entregue,1406.02,216900,217039
2765,4683,17,36,2025-06-01,2025,6,entregue,850.88,441693,441808
2766,4963,5,23,2025-06-04,2025,6,atrasada,1162.67,438180,438458
2767,5047,45,38,2025-06-03,2025,6,atrasada,690.07,437384,437638
2768,7298,46,8,2025-06-03,2025,6,atrasada,80.12,461458,461738
2769,7941,13,36,2025-06-02,2025,6,atrasada,1243.83,441808,441949
2770,8322,35,45,2025-05-30,2025,6,entregue,110.03,21402,21462
2771,8761,20,5,2025-06-01,2025,6,entregue,499.32,507204,507246
2772,8914,19,14,2025-05-30,2025,6,entregue,1425.28,138357,138530
2773,9633,11,26,2025-06-04,2025,6,atrasada,390.30,305967,306179
2774,113,18,8,,2025,6,cancelado,1011.67,461738,461858
2775,232,20,46,2025-06-01,2025,6,entregue,1008.21,365255,365424
