id,cliente_id,data_pedido,prazo_entrega,valor
1921,271,2025-10-11,2025-10-14,4646.91
1922,232,2025-12-27,2025-12-30,1601.44
1923,122,2025-03-11,2025-03-14,3002.41
1924,243,2025-02-15,2025-02-18,2352.07
1925,75,2025-03-05,2025-03-08,3143.18
1926,56,2026-05-14,2026-05-17,3250.99
1927,231,2025-06-24,2025-06-27,2804.68
1928,93,2026-06-10,2026-06-13,4114.38
1929,120,2025-11-14,2025-11-17,1412.61
1930,254,2025-02-22,2025-02-25,1301.77
1931,78,2025-10-15,2025-10-18,4677.59
1932,257,2025-07-29,2025-08-01,1477.84
1933,231,2025-11-18,2025-11-21,2087.77
1934,166,2025-04-07,2025-04-10,1437.25
1935,194,2025-01-20,2025-01-23,2617.38
1936,261,2026-05-07,2026-05-10,1457.72
1937,27,2025-12-02,2025-12-05,423.18
1938,243,2026-01-29,2026-02-01,4832.08
1939,269,2025-05-26,2025-05-29,4739.36
1940,294,2025-09-01,2025-09-04,4901.28
1941,4,2025-02-17,2025-02-20,3492.21
1942,140,2026-05-04,2026-05-07,4498.02
1943,160,2025-11-15,2025-11-18,3728.30
1944,87,2026-05-01,2026-05-04,3773.07
1945,261,2025-10-18,2025-10-21,3578.59
1946,207,2025-08-22,2025-08-25,1911.32
1947,129,2026-02-20,2026-02-23,4865.36
1948,174,2025-10-07,2025-10-10,4500.73
1949,299,2025-03-21,2025-03-24,1334.09
1950,220,2025-07-17,2025-07-20,2374.86
1951,156,2025-02-13,2025-02-16,4155.29
1952,195,2025-05-26,2025-05-29,4168.69
1953,260,2026-05-29,2026-06-01,4793.42
1954,197,2026-06-16,2026-06-19,3709.78
1955,79,2025-12-20,2025-12-23,1776.68
1956,16,2026-03-18,2026-03-21,453.07
1957,238,2026-05-12,2026-05-15,4546.45
1958,182,2025-10-07,2025-10-10,3227.25
1959,192,2025-04-16,2025-04-19,3966.35
1960,227,2025-11-25,2025-11-28,4396.20
1961,160,2026-06-10,2026-06-13,862.48
1962,131,2026-03-26,2026-03-29,4173.44
1963,175,2025-09-16,2025-09-19,4756.97
1964,96,2025-08-08,2025-08-11,2115.93
1965,167,2026-03-19,2026-03-22,4594.00
1966,229,2025-08-16,2025-08-19,4608.57
1967,2,2026-03-18,2026-03-21,4706.90
1968,24,2026-05-18,2026-05-21,205.32
1969,171,2025-12-24,2025-12-27,3863.29
1970,106,2025-03-26,2025-03-29,3135.90
1971,75,2026-01-08,2026-01-11,3223.14
1972,276,2025-07-11,2025-07-14,707.25
1973,272,2025-11-03,2025-11-06,2967.30
1974,283,2026-03-21,2026-03-24,1479.51
1975,175,2026-05-13,2026-05-16,3505.37
1976,222,2025-08-20,2025-08-23,1939.91
1977,204,2026-01-19,2026-01-22,4826.33
1978,209,2025-03-06,2025-03-09,3400.34
1979,207,2026-01-14,2026-01-17,4787.80
1980,12,2026-05-12,2026-05-15,3004.78
1981,182,2025-03-10,2025-03-13,4841.30
1982,202,2025-03-01,2025-03-04,3294.78
1983,84,2025-04-07,2025-04-10,2918.36
1984,65,2025-07-03,2025-07-06,517.58
1985,98,2025-04-24,2025-04-27,4526.79
1986,14,2025-02-24,2025-02-27,4492.46
1987,280,2025-05-19,2025-05-22,252.84
1988,188,2025-04-09,2025-04-12,1587.35
1989,237,2025-05-30,2025-06-02,301.39
1990,171,2025-11-17,2025-11-20,433.88
1991,57,2025-10-15,2025-10-18,3815.95
1992,75,2025-03-22,2025-03-25,1438.32
1993,214,2025-04-03,2025-04-06,1542.91
1994,11,2025-10-10,2025-10-13,4843.55
1995,180,2025-08-27,2025-08-30,1672.65
1996,167,2025-07-16,2025-07-19,2423.25
1997,278,2026-05-13,2026-05-16,4725.17
1998,184,2026-06-09,2026-06-12,640.33
1999,123,2026-05-15,2026-05-18,2275.68
2000,172,2025-07-29,2025-08-01,2515.18
2001,250,2025-07-12,2025-07-15,3208.90
2002,148,2025-08-09,2025-08-12,3931.82
2003,106,2026-06-17,2026-06-20,1774.71
2004,220,2025-10-07,2025-10-10,2759.68
2005,231,2026-01-27,2026-01-30,4230.66
2006,62,2025-01-17,2025-01-20,4358.73
2007,249,2025-02-20,2025-02-23,3372.77
2008,30,2025-10-30,2025-11-02,4224.41
2009,144,2025-09-20,2025-09-23,3128.80
2010,157,2026-05-14,2026-05-17,2328.41
2011,151,2026-05-06,2026-05-09,2044.82
2012,97,2025-07-31,2025-08-03,4712.03
2013,125,2025-08-22,2025-08-25,1272.86
2014,140,2025-10-23,2025-10-26,4496.18
2015,242,2025-10-08,2025-10-11,3466.85
2016,79,2026-03-04,2026-03-07,3234.75
2017,67,2026-02-04,2026-02-07,4122.20
2018,4,2025-05-02,2025-05-05,2221.96
2019,108,2025-06-04,2025-06-07,2120.35
2020,114,2025-09-27,2025-09-30,3170.24
2021,136,2025-08-08,2025-08-11,1927.95
2022,77,2025-10-20,2025-10-23,745.30
2023,210,2025-12-09,2025-12-12,278.94
2024,150,2025-01-07,2025-01-10,2363.19
2025,107,2026-06-18,2026-06-21,1420.99
2026,16,2026-03-10,2026-03-13,2467.44
2027,268,2025-03-19,2025-03-22,1219.77
2028,20,2026-03-25,2026-03-28,3975.59
2029,217,2026-06-11,2026-06-14,2621.58
2030,178,2025-12-10,2025-12-13,4940.29
2031,102,2026-03-14,2026-03-17,3897.46
2032,54,2025-01-04,2025-01-07,3045.38
2033,131,2026-03-13,2026-03-16,1148.07
2034,273,2025-03-24,2025-03-27,1087.76
2035,161,2026-01-02,2026-01-05,3833.27
2036,136,2026-05-29,2026-06-01,4642.87
2037,31,2025-11-28,2025-12-01,3230.34
2038,273,2026-01-29,2026-02-01,219.18
2039,56,2026-04-22,2026-04-25,629.87
2040,87,2025-09-02,2025-09-05,1831.61
2041,273,2025-11-17,2025-11-20,434.55
2042,188,2025-07-28,2025-07-31,4053.80
2043,81,2026-03-14,2026-03-17,4682.66
2044,181,2025-08-12,2025-08-15,3549.05
2045,238,2025-07-25,2025-07-28,3494.61
2046,274,2025-03-13,2025-03-16,1523.32
2047,215,2025-10-03,2025-10-06,204.15
2048,157,2026-01-30,2026-02-02,2760.05
2049,143,2026-02-06,2026-02-09,4307.56
2050,101,2026-04-24,2026-04-27,4628.68
2051,272,2026-05-04,2026-05-07,4094.56
2052,187,2026-01-31,2026-02-03,3857.45
2053,176,2026-06-16,2026-06-19,658.78
2054,236,2026-05-13,2026-05-16,3538.25
2055,298,2025-04-08,2025-04-11,3537.13
2056,99,2025-01-17,2025-01-20,682.31
2057,6,2025-01-18,2025-01-21,231.03
2058,127,2025-10-01,2025-10-04,1585.81
2059,104,2025-02-28,2025-03-03,4180.33
2060,137,2026-01-12,2026-01-15,2133.00
2061,5,2025-03-01,2025-03-04,4897.72
2062,2,2026-01-02,2026-01-05,4390.41
2063,1,2025-10-04,2025-10-07,3157.97
2064,182,2025-06-10,2025-06-13,4838.33
2065,264,2025-05-05,2025-05-08,2518.44
2066,109,2025-08-19,2025-08-22,2374.33
2067,101,2025-03-17,2025-03-20,3379.69
2068,105,2026-06-15,2026-06-18,2128.67
2069,116,2026-05-30,2026-06-02,3170.19
2070,132,2025-11-10,2025-11-13,4366.28
2071,122,2025-10-16,2025-10-19,4416.06
2072,286,2025-07-16,2025-07-19,2882.08
2073,243,2025-03-13,2025-03-16,667.39
2074,133,2025-10-21,2025-10-24,791.06
2075,216,2026-04-28,2026-05-01,4122.66
2076,299,2026-03-30,2026-04-02,1990.29
2077,52,2026-05-29,2026-06-01,4896.40
2078,266,2025-09-09,2025-09-12,1643.89
2079,98,2026-03-09,2026-03-12,2686.33
2080,152,2025-11-12,2025-11-15,456.33
2081,223,2025-06-06,2025-06-09,223.46
2082,51,2025-07-17,2025-07-20,3141.62
2083,244,2025-03-10,2025-03-13,2688.24
2084,229,2025-11-10,2025-11-13,1458.54
2085,290,2026-05-08,2026-05-11,1260.59
2086,22,2025-04-08,2025-04-11,2746.48
2087,19,2025-05-30,2025-06-02,794.87
2088,175,2025-10-17,2025-10-20,2518.12
2089,210,2025-05-22,2025-05-25,3216.57
2090,46,2026-05-09,2026-05-12,2645.24
2091,120,2025-05-03,2025-05-06,601.69
2092,158,2025-08-30,2025-09-02,589.39
2093,255,2025-11-08,2025-11-11,227.77
2094,73,2025-08-13,2025-08-16,3308.37
2095,297,2026-05-26,2026-05-29,3548.74
2096,239,2025-11-10,2025-11-13,2629.56
2097,110,2025-06-05,2025-06-08,2378.68
2098,201,2025-10-18,2025-10-21,1018.91
2099,193,2026-01-08,2026-01-11,2398.05
2100,28,2025-05-03,2025-05-06,3575.90
2101,18,2025-11-24,2025-11-27,365.57
2102,147,2025-11-20,2025-11-23,1476.64
2103,19,2025-12-16,2025-12-19,1904.02
2104,294,2025-12-16,2025-12-19,4075.54
2105,292,2025-04-19,2025-04-22,3283.59
2106,134,2025-06-28,2025-07-01,4822.74
2107,279,2025-07-18,2025-07-21,4836.77
2108,168,2025-04-28,2025-05-01,1626.07
2109,279,2026-05-07,2026-05-10,4458.98
2110,63,2026-05-07,2026-05-10,2076.55
2111,97,2025-11-18,2025-11-21,786.30
2112,275,2025-04-02,2025-04-05,2779.57
2113,117,2026-03-19,2026-03-22,1510.86
2114,63,2025-03-12,2025-03-15,4142.06
2115,120,2025-06-27,2025-06-30,806.89
2116,40,2025-08-16,2025-08-19,812.97
2117,231,2025-12-16,2025-12-19,2342.94
2118,219,2025-03-10,2025-03-13,3086.95
2119,46,2025-02-14,2025-02-17,3077.32
2120,269,2025-12-16,2025-12-19,3491.51
2121,183,2025-12-20,2025-12-23,784.95
2122,40,2025-07-26,2025-07-29,974.22
2123,224,2025-02-13,2025-02-16,322.79
2124,44,2026-06-19,2026-06-22,3290.42
2125,83,2026-05-05,2026-05-08,2734.39
2126,136,2026-04-15,2026-04-18,1647.97
2127,203,2025-03-12,2025-03-15,750.81
2128,156,2025-07-07,2025-07-10,3219.48
2129,288,2026-05-25,2026-05-28,3929.87
2130,153,2026-06-08,2026-06-11,831.20
2131,280,2025-01-04,2025-01-07,4473.87
2132,229,2025-11-08,2025-11-11,3087.03
2133,293,2026-01-08,2026-01-11,816.19
2134,140,2026-02-23,2026-02-26,3836.13
2135,159,2025-03-25,2025-03-28,3478.82
2136,50,2025-04-10,2025-04-13,1526.63
2137,124,2025-07-02,2025-07-05,4784.31
2138,140,2025-10-18,2025-10-21,3467.19
2139,114,2026-05-28,2026-05-31,1639.72
2140,183,2026-06-01,2026-06-04,2020.46
2141,146,2026-05-19,2026-05-22,1268.41
2142,252,2026-03-07,2026-03-10,2890.61
2143,209,2025-06-14,2025-06-17,1366.68
2144,133,2025-12-10,2025-12-13,4244.43
2145,84,2025-05-17,2025-05-20,2983.88
2146,167,2025-08-13,2025-08-16,4441.77
2147,247,2026-01-16,2026-01-19,3637.29
2148,48,2026-06-01,2026-06-04,2459.50
2149,220,2026-03-13,2026-03-16,3718.57
2150,222,2026-05-04,2026-05-07,3820.58
2151,270,2026-01-15,2026-01-18,397.69
2152,209,2025-09-30,2025-10-03,4832.55
2153,83,2026-03-21,2026-03-24,4684.29
2154,59,2025-03-15,2025-03-18,4519.94
2155,245,2025-07-12,2025-07-15,1596.27
2156,283,2025-02-13,2025-02-16,2277.63
2157,91,2025-03-11,2025-03-14,4258.12
2158,152,2025-03-04,2025-03-07,2541.85
2159,69,2026-02-02,2026-02-05,2248.97
2160,235,2025-12-01,2025-12-04,2224.00
2161,67,2025-02-10,2025-02-13,4491.85
2162,155,2026-01-02,2026-01-05,2463.87
2163,298,2025-09-09,2025-09-12,3349.42
2164,5,2025-08-02,2025-08-05,1007.78
2165,31,2025-10-10,2025-10-13,2204.32
2166,27,2025-03-08,2025-03-11,1954.65
2167,285,2025-03-05,2025-03-08,638.65
2168,131,2025-05-20,2025-05-23,1726.27
2169,184,2025-04-16,2025-04-19,2515.37
2170,185,2025-05-12,2025-05-15,451.30
2171,115,2025-03-25,2025-03-28,2511.53
2172,184,2025-04-16,2025-04-19,2065.78
2173,289,2025-05-21,2025-05-24,3286.53
2174,22,2025-07-09,2025-07-12,3097.34
2175,188,2026-02-25,2026-02-28,3817.47
2176,136,2025-11-03,2025-11-06,2369.39
2177,29,2025-09-27,2025-09-30,1513.35
2178,176,2026-01-09,2026-01-12,862.15
2179,150,2025-09-16,2025-09-19,1744.15
2180,220,2026-02-05,2026-02-08,1170.25
2181,282,2025-02-08,2025-02-11,4632.65
2182,140,2025-09-06,2025-09-09,691.80
2183,229,2025-02-25,2025-02-28,3586.00
2184,139,2026-04-11,2026-04-14,4195.37
2185,63,2025-08-20,2025-08-23,4637.08
2186,226,2026-05-27,2026-05-30,2154.13
2187,232,2025-04-04,2025-04-07,3116.32
2188,138,2026-02-12,2026-02-15,516.66
2189,189,2025-03-22,2025-03-25,3884.04
2190,191,2025-12-05,2025-12-08,4835.11
2191,228,2025-01-10,2025-01-13,4400.06
2192,270,2025-12-27,2025-12-30,1714.51
2193,204,2025-03-26,2025-03-29,555.92
2194,14,2025-03-29,2025-04-01,2426.18
2195,22,2026-05-01,2026-05-04,4050.82
2196,81,2025-02-25,2025-02-28,3474.64
2197,193,2025-05-17,2025-05-20,1554.74
2198,261,2025-09-12,2025-09-15,3357.98
2199,185,2025-05-16,2025-05-19,4162.01
2200,31,2025-08-11,2025-08-14,1355.06
2201,206,2025-09-01,2025-09-04,2187.84
2202,71,2025-08-30,2025-09-02,2967.94
2203,208,2026-05-14,2026-05-17,682.07
2204,36,2025-05-20,2025-05-23,1558.45
2205,44,2025-09-27,2025-09-30,3525.16
2206,54,2026-04-16,2026-04-19,2977.39
2207,300,2026-06-23,2026-06-26,4976.83
2208,1,2025-12-03,2025-12-06,687.95
2209,35,2025-10-29,2025-11-01,976.95
2210,166,2026-06-19,2026-06-22,212.73
2211,143,2025-10-27,2025-10-30,2277.06
2212,112,2025-06-13,2025-06-16,642.16
2213,86,2025-09-06,2025-09-09,1210.74
2214,248,2026-05-14,2026-05-17,4871.67
2215,257,2025-07-23,2025-07-26,2826.72
2216,125,2026-04-10,2026-04-13,2950.52
2217,251,2025-01-31,2025-02-03,1247.70
2218,118,2025-09-29,2025-10-02,3947.37
2219,156,2026-04-07,2026-04-10,813.70
2220,285,2026-05-12,2026-05-15,1769.85
2221,133,2025-11-15,2025-11-18,1034.38
2222,290,2026-03-10,2026-03-13,4960.46
2223,57,2025-12-23,2025-12-26,4458.05
2224,44,2026-02-17,2026-02-20,3987.01
2225,97,2026-06-23,2026-06-26,3028.83
2226,252,2025-02-20,2025-02-23,3048.02
2227,178,2025-09-03,2025-09-06,2982.20
2228,45,2025-02-07,2025-02-10,1814.95
2229,67,2026-05-28,2026-05-31,295.21
2230,240,2025-11-24,2025-11-27,3168.54
2231,98,2026-04-06,2026-04-09,4187.92
2232,189,2025-06-26,2025-06-29,3570.00
2233,34,2025-12-24,2025-12-27,1498.79
2234,299,2026-03-09,2026-03-12,3709.94
2235,272,2026-06-03,2026-06-06,3326.58
2236,164,2025-02-03,2025-02-06,418.08
2237,64,2025-11-06,2025-11-09,2393.87
2238,137,2026-01-10,2026-01-13,1962.79
2239,90,2025-12-25,2025-12-28,3964.61
2240,14,2025-02-01,2025-02-04,2125.83
2241,118,2025-08-11,2025-08-14,305.46
2242,178,2025-10-07,2025-10-10,241.44
2243,98,2025-03-25,2025-03-28,2480.72
2244,84,2025-12-18,2025-12-21,3574.57
2245,160,2025-10-08,2025-10-11,4072.25
2246,216,2025-08-15,2025-08-18,1800.82
2247,111,2025-06-18,2025-06-21,1362.88
2248,84,2025-03-29,2025-04-01,3032.04
2249,300,2026-06-17,2026-06-20,419.92
2250,199,2025-05-10,2025-05-13,4532.45
2251,122,2025-08-18,2025-08-21,3791.07
2252,222,2025-12-30,2026-01-02,443.31
2253,150,2026-06-17,2026-06-20,4817.65
2254,227,2025-01-07,2025-01-10,2840.72
2255,78,2026-04-22,2026-04-25,1543.84
2256,194,2025-04-08,2025-04-11,1673.40
2257,63,2025-12-22,2025-12-25,2889.66
2258,139,2025-07-04,2025-07-07,2346.78
2259,211,2025-04-24,2025-04-27,3102.66
2260,236,2025-10-31,2025-11-03,1214.48
2261,5,2025-03-28,2025-03-31,1440.87
2262,10,2025-03-28,2025-03-31,4696.73
2263,142,2025-09-08,2025-09-11,332.51
2264,271,2025-03-12,2025-03-15,2480.95
2265,91,2025-06-06,2025-06-09,1595.75
2266,30,2025-11-03,2025-11-06,4230.55
2267,84,2025-10-11,2025-10-14,3274.24
2268,105,2026-02-14,2026-02-17,4848.63
2269,42,2026-05-25,2026-05-28,2461.86
2270,222,2026-02-05,2026-02-08,1954.55
2271,188,2025-11-07,2025-11-10,890.04
2272,104,2025-07-16,2025-07-19,4777.38
2273,299,2025-01-23,2025-01-26,4164.50
2274,210,2025-01-16,2025-01-19,2769.60
2275,60,2025-12-31,2026-01-03,3346.59
2276,49,2025-01-04,2025-01-07,1599.14
2277,37,2025-08-08,2025-08-11,223.79
2278,64,2026-04-03,2026-04-06,4146.38
2279,122,2025-10-20,2025-10-23,4256.88
2280,159,2026-05-19,2026-05-22,347.16
2281,137,2025-04-18,2025-04-21,4870.89
2282,132,2025-04-25,2025-04-28,1064.49
2283,272,2025-11-13,2025-11-16,2673.49
2284,83,2026-05-26,2026-05-29,1547.27
2285,97,2026-05-11,2026-05-14,208.57
2286,26,2025-10-25,2025-10-28,3463.44
2287,282,2026-03-11,2026-03-14,1746.05
2288,203,2026-04-01,2026-04-04,2215.66
2289,141,2025-05-10,2025-05-13,2762.11
2290,14,2025-07-23,2025-07-26,3845.86
2291,65,2025-02-28,2025-03-03,2925.70
2292,127,2025-09-20,2025-09-23,4319.93
2293,229,2026-03-05,2026-03-08,3499.95
2294,267,2026-05-15,2026-05-18,878.73
2295,158,2025-02-04,2025-02-07,4026.30
2296,247,2026-04-09,2026-04-12,941.26
2297,22,2025-10-29,2025-11-01,4756.03
2298,231,2025-06-04,2025-06-07,4614.10
2299,57,2026-02-25,2026-02-28,1688.24
2300,16,2026-06-15,2026-06-18,2807.95
2301,145,2026-03-31,2026-04-03,2776.44
2302,177,2025-10-04,2025-10-07,2301.73
2303,105,2026-01-05,2026-01-08,4688.40
2304,232,2025-10-30,2025-11-02,2940.77
2305,174,2025-08-09,2025-08-12,3292.27
2306,98,2025-05-19,2025-05-22,3057.65
2307,120,2025-05-21,2025-05-24,2815.26
2308,47,2025-01-02,2025-01-05,4356.31
2309,180,2025-06-06,2025-06-09,4329.99
2310,97,2025-10-23,2025-10-26,1637.97
2311,118,2025-03-18,2025-03-21,980.47
2312,107,2025-05-24,2025-05-27,4888.95
2313,20,2025-03-24,2025-03-27,3497.07
2314,126,2025-04-25,2025-04-28,3103.37
2315,73,2025-11-06,2025-11-09,851.15
2316,195,2025-10-18,2025-10-21,1388.18
2317,182,2026-01-14,2026-01-17,1731.50
2318,164,2025-11-15,2025-11-18,255.28
2319,74,2025-09-12,2025-09-15,3779.53
2320,123,2025-08-05,2025-08-08,3057.47
2321,209,2025-03-29,2025-04-01,3954.25
2322,91,2025-12-02,2025-12-05,2266.18
2323,115,2026-05-12,2026-05-15,467.00
2324,195,2025-02-26,2025-03-01,599.96
2325,28,2025-02-18,2025-02-21,2186.41
2326,111,2026-01-10,2026-01-13,2000.07
2327,89,2025-07-22,2025-07-25,2342.19
2328,262,2025-02-07,2025-02-10,1543.13
2329,77,2025-04-03,2025-04-06,2726.57
2330,252,2025-05-07,2025-05-10,2876.40
2331,293,2025-02-21,2025-02-24,2927.04
2332,112,2026-05-29,2026-06-01,3580.10
2333,176,2026-01-07,2026-01-10,2408.38
2334,204,2026-01-10,2026-01-13,3002.71
2335,167,2025-06-20,2025-06-23,2343.50
2336,28,2025-07-21,2025-07-24,1215.08
2337,282,2026-03-31,2026-04-03,3121.27
2338,122,2025-11-21,2025-11-24,430.05
2339,149,2026-01-06,2026-01-09,2688.40
2340,197,2026-03-05,2026-03-08,4995.51
2341,56,2025-11-24,2025-11-27,2197.68
2342,296,2025-09-15,2025-09-18,3158.71
2343,258,2025-09-11,2025-09-14,3614.50
2344,153,2025-02-14,2025-02-17,1871.74
2345,286,2025-08-08,2025-08-11,3278.34
2346,248,2025-03-26,2025-03-29,304.44
2347,59,2025-11-17,2025-11-20,4240.44
2348,120,2025-03-13,2025-03-16,1700.46
2349,42,2025-10-13,2025-10-16,2976.63
2350,239,2026-02-05,2026-02-08,2814.61
2351,248,2025-05-03,2025-05-06,2258.72
2352,129,2026-04-07,2026-04-10,1248.93
2353,270,2025-01-30,2025-02-02,265.62
2354,49,2026-01-13,2026-01-16,879.46
2355,277,2025-04-08,2025-04-11,1704.65
2356,119,2025-11-26,2025-11-29,1960.82
2357,95,2025-10-27,2025-10-30,3573.79
2358,290,2026-05-28,2026-05-31,4648.22
2359,60,2026-02-11,2026-02-14,4615.90
2360,193,2025-06-10,2025-06-13,1819.36
2361,144,2025-08-04,2025-08-07,3766.50
2362,22,2025-08-12,2025-08-15,2126.33
2363,66,2026-05-06,2026-05-09,4010.92
2364,194,2026-05-28,2026-05-31,4619.66
2365,46,2025-08-02,2025-08-05,2817.51
2366,262,2025-01-04,2025-01-07,638.82
2367,180,2025-09-22,2025-09-25,3210.39
2368,224,2025-06-11,2025-06-14,3009.96
2369,296,2025-04-17,2025-04-20,771.75
2370,16,2025-12-01,2025-12-04,3967.82
2371,70,2025-03-19,2025-03-22,4800.81
2372,298,2025-09-20,2025-09-23,2642.58
2373,222,2025-02-01,2025-02-04,3489.61
2374,231,2025-09-19,2025-09-22,4865.99
2375,16,2025-02-28,2025-03-03,1132.81
2376,252,2026-01-21,2026-01-24,3559.12
2377,193,2025-10-09,2025-10-12,3892.61
2378,276,2025-02-21,2025-02-24,2971.35
2379,89,2026-01-03,2026-01-06,4834.15
2380,205,2026-04-14,2026-04-17,330.05
2381,181,2025-10-08,2025-10-11,1297.17
2382,92,2025-10-20,2025-10-23,3175.36
2383,86,2026-06-12,2026-06-15,611.87
2384,218,2025-09-05,2025-09-08,813.29
2385,145,2025-04-14,2025-04-17,4690.52
2386,262,2025-09-27,2025-09-30,2498.78
2387,31,2025-10-31,2025-11-03,4286.96
2388,111,2026-06-19,2026-06-22,3884.00
2389,250,2026-04-23,2026-04-26,4995.63
2390,8,2026-03-06,2026-03-09,448.58
2391,127,2025-03-11,2025-03-14,4971.79
2392,60,2026-02-13,2026-02-16,3693.62
2393,124,2025-05-16,2025-05-19,1441.11
2394,90,2025-05-22,2025-05-25,4217.94
2395,147,2025-07-22,2025-07-25,799.16
2396,214,2025-03-14,2025-03-17,958.55
2397,83,2025-10-03,2025-10-06,4088.32
2398,256,2026-03-09,2026-03-12,4141.63
2399,280,2025-07-09,2025-07-12,3715.01
2400,300,2026-06-02,2026-06-05,4469.79
2401,136,2026-06-03,2026-06-06,3623.58
2402,257,2025-04-28,2025-05-01,4888.49
2403,83,2025-01-30,2025-02-02,4273.49
2404,82,2025-11-01,2025-11-04,3126.55
2405,118,2026-04-25,2026-04-28,1220.39
2406,260,2025-06-20,2025-06-23,4827.93
2407,278,2025-12-06,2025-12-09,2645.54
2408,52,2025-03-25,2025-03-28,566.36
2409,194,2026-02-09,2026-02-12,3979.80
2410,86,2026-04-23,2026-04-26,2313.75
2411,11,2026-04-29,2026-05-02,3553.13
2412,211,2025-12-10,2025-12-13,2156.97
2413,110,2026-02-20,2026-02-23,1114.19
2414,82,2026-05-09,2026-05-12,4921.46
2415,117,2025-09-10,2025-09-13,4066.45
2416,23,2025-08-11,2025-08-14,2233.74
2417,61,2025-04-16,2025-04-19,237.34
2418,203,2026-03-26,2026-03-29,740.73
2419,83,2025-10-30,2025-11-02,3177.00
2420,263,2025-04-14,2025-04-17,4042.27
2421,196,2025-06-12,2025-06-15,3630.85
2422,172,2025-03-12,2025-03-15,3510.52
2423,19,2025-03-15,2025-03-18,1451.74
2424,98,2025-09-29,2025-10-02,4872.44
2425,163,2026-01-23,2026-01-26,1755.83
2426,141,2025-06-26,2025-06-29,4796.05
2427,213,2025-05-21,2025-05-24,4124.49
2428,188,2026-05-12,2026-05-15,3302.48
2429,119,2025-08-13,2025-08-16,4422.01
2430,89,2025-05-24,2025-05-27,4079.03
2431,30,2026-01-10,2026-01-13,1388.88
2432,289,2025-06-26,2025-06-29,672.68
2433,140,2026-01-22,2026-01-25,4293.46
2434,133,2025-12-03,2025-12-06,2118.73
2435,222,2025-07-18,2025-07-21,1782.23
2436,59,2025-11-12,2025-11-15,3994.14
2437,259,2025-06-18,2025-06-21,711.50
2438,156,2025-05-16,2025-05-19,736.22
2439,46,2025-06-14,2025-06-17,2337.31
2440,289,2026-04-28,2026-05-01,4626.59
2441,17,2025-08-14,2025-08-17,3406.56
2442,93,2026-04-04,2026-04-07,4773.79
2443,292,2025-04-24,2025-04-27,812.30
2444,211,2025-11-21,2025-11-24,4845.38
2445,173,2025-08-18,2025-08-21,2655.57
2446,181,2025-02-18,2025-02-21,1323.71
2447,254,2026-04-30,2026-05-03,1372.08
2448,131,2025-03-29,2025-04-01,447.88
2449,246,2026-03-03,2026-03-06,2314.00
2450,206,2025-08-21,2025-08-24,4560.41
2451,155,2026-01-16,2026-01-19,1075.83
2452,125,2026-02-10,2026-02-13,1673.49
2453,16,2026-06-09,2026-06-12,4633.84
2454,169,2025-02-26,2025-03-01,1854.65
2455,227,2026-06-12,2026-06-15,2210.94
2456,38,2026-03-25,2026-03-28,3307.59
2457,187,2025-11-19,2025-11-22,776.95
2458,279,2025-02-04,2025-02-07,1279.74
2459,167,2025-06-14,2025-06-17,4430.09
2460,85,2025-12-02,2025-12-05,4605.59
2461,117,2025-03-14,2025-03-17,639.24
2462,187,2025-01-01,2025-01-04,1326.77
2463,87,2026-02-12,2026-02-15,4877.49
2464,27,2025-06-24,2025-06-27,3773.36
2465,56,2026-04-18,2026-04-21,4898.15
2466,209,2025-06-24,2025-06-27,333.31
2467,170,2025-08-30,2025-09-02,3531.51
2468,106,2026-04-15,2026-04-18,4337.22
2469,68,2025-09-11,2025-09-14,469.42
2470,24,2025-07-01,2025-07-04,512.20
2471,198,2025-07-16,2025-07-19,4055.54
2472,291,2026-02-07,2026-02-10,2420.88
2473,237,2025-12-26,2025-12-29,2100.24
2474,251,2025-11-18,2025-11-21,1917.46
2475,273,2025-09-19,2025-09-22,3616.13
2476,276,2025-07-23,2025-07-26,4565.93
2477,130,2025-12-22,2025-12-25,1701.03
2478,113,2025-01-16,2025-01-19,3922.82
2479,150,2026-05-15,2026-05-18,1951.42
2480,164,2026-03-25,2026-03-28,1966.29
2481,44,2025-06-23,2025-06-26,4835.45
2482,35,2025-12-02,2025-12-05,2828.46
2483,88,2026-01-14,2026-01-17,1775.70
2484,208,2026-01-26,2026-01-29,1846.90
2485,194,2025-10-04,2025-10-07,2037.07
2486,94,2025-09-13,2025-09-16,3805.21
2487,109,2025-01-23,2025-01-26,1823.88
2488,118,2026-02-11,2026-02-14,4335.87
2489,132,2025-06-21,2025-06-24,4739.51
2490,192,2025-11-28,2025-12-01,1505.80
2491,245,2025-07-10,2025-07-13,2601.19
2492,179,2026-01-16,2026-01-19,4335.96
2493,170,2025-05-03,2025-05-06,807.85
2494,271,2026-01-15,2026-01-18,3399.13
2495,262,2026-04-08,2026-04-11,2383.72
2496,236,2025-09-04,2025-09-07,1677.65
2497,180,2025-07-14,2025-07-17,1284.96
2498,268,2025-07-15,2025-07-18,4616.66
2499,199,2025-01-14,2025-01-17,1215.20
2500,281,2025-10-20,2025-10-23,4042.13
2501,213,2025-12-20,2025-12-23,491.70
2502,255,2025-02-06,2025-02-09,4393.78
2503,231,2025-01-06,2025-01-09,4943.16
2504,94,2025-03-14,2025-03-17,2203.82
2505,143,2025-12-01,2025-12-04,1491.53
2506,141,2025-04-14,2025-04-17,3960.39
